gender,age,year,eyecolor,height,miles,brothers,sisters,computertime,exercise,exercisehours,musiccds,playgames,watchtv
male,20,second,blue,71,70,1,1,20,Yes,3,15,5,10
male,22,fourth,brown,69,99,0,2,20,Yes,10,0,0,10
male,22,fourth,brown,75,182,2,1,24,No,0,104,1,3
male,21,third,blue,77,50,0,1,100,Yes,8,100,8,25
female,19,second,green,,30,0,1,6,Yes,6,100,0,10
female,18,first,green,71,200,0,1,10,No,0,30,6,2
female,20,second,brown,63,150,1,1,35,No,0,10,0,21
female,22,fourth,blue,68,180,0,0,10,Yes,3,55,0,3
female,21,fourth,green,67,45,0,2,50,No,0,51,1,35
female,19,second,blue,61,180,0,1,20,Yes,15,,0,3
female,22,fourth,brown,68,0,1,1,10,Yes,12,80,0,10
male,19,first,blue,72,120,1,1,10,No,0,,0,15
female,22,fourth,blue,64,300,2,1,5,Yes,7,100,4,2
male,19,second,green,74,130,0,1,3,Yes,6,35,4,4
female,20,second,brown,64,,0,1,25,No,0,20,2,20
female,19,second,brown,60,170,1,1,15,Yes,10,5,0,4
male,22,fourth,blue,69,200,1,0,12,Yes,5,,2,20
male,20,second,brown,74,143,0,1,25,Yes,0,,10,10
female,20,second,blue,69,190,0,0,7,No,0,,0,10
male,24,second,brown,,,0,1,10,Yes,3,30,2,5
female,20,second,hazel,64,80,1,2,8,No,0,15,0,5
male,19,first,brown,70,45,0,0,8,Yes,10,50,6,8
male,27,other,blue,71,150,1,1,3,Yes,4,500,5,8
female,19,first,hazel,61,180,2,0,10,No,0,25,0,15
male,19,second,blue,78,120,1,1,35,Yes,5,50,4,4
male,21,fourth,blue,72,75,1,2,4,Yes,4,,0.5,15
male,20,third,brown,71,200,2,1,10,Yes,10,15,15,10
female,20,second,green,71,120,1,2,25,No,0,30,0,4
female,20,second,blue,68,130,0,2,15,Yes,8,12,0,2
male,20,second,brown,67,35,0,1,20,Yes,4,30,15,10
female,20,second,brown,65,100,1,3,12,No,0,35,0,12
male,21,third,blue,72,25,0,1,15,Yes,8,20,0,7
male,18,first,blue,71,200,1,1,8,No,0,5,2,6
female,18,first,brown,62,45,1,1,13,Yes,6.5,300,1.5,1.5
female,21,third,blue,68,150,1,1,25,Yes,6,60,20,10
female,19,first,brown,63,500,1,1,20,Yes,8,,1,3
male,20,second,green,72,90,1,0,5,No,0,45,20,50
male,21,fourth,hazel,75,55,0,1,20,Yes,6,3,0,20
male,19,first,hazel,75,60,1,0,3.5,Yes,4,15,9,2
female,20,third,brown,66,32,0,1,2,Yes,3,100,7,4
female,19,second,blue,71,0,1,0,6,Yes,6,35,1,2
female,20,second,blue,63,50,0,1,15,No,0,100,0,10
female,23,other,brown,69,120,1,0,30,Yes,4,55,1,15
female,19,first,blue,71,100,1,2,30,Yes,3,1000,10,25
male,20,second,brown,70,3500,1,0,6,No,0,20,0,4
female,21,fourth,blue,68,225,2,1,20,Yes,9,250,0,3
male,18,first,brown,72,370,0,1,30,No,0,70,2,10
female,20,second,green,65,125,1,1,15,No,0,30,3,10
female,20,second,blue,67,312,2,1,5,Yes,3,40,0.5,3
female,22,fourth,blue,65,140,0,1,6,No,0,40,0,4
male,21,third,hazel,72,200,0,1,20,No,0,1000,1,4
female,18,first,blue,63,180,0,1,8,No,0,50,0,15
male,21,third,brown,70,219,0,1,5,Yes,3,20,3,2
female,20,second,hazel,64,150,1,0,10,No,0,55,2,7
female,19,second,hazel,67,10,1,0,15,No,0,45,0.5,7
female,19,second,brown,64,30,1,1,5,Yes,3,15,1,7
female,18,first,blue,62,180,1,3,12,Yes,7,,0,5.5
female,21,third,brown,72,200,0,1,10,Yes,10,,5,10
female,20,second,green,,40,3,1,10,Yes,4,200,0,0
male,24,other,brown,69,184,1,1,14,Yes,6,8,4,14
female,18,first,green,76,210,1,0,25,Yes,20,50,0,2
female,20,third,blue,71,120,1,2,10,Yes,4.5,50,1,6
male,20,second,blue,72,130,1,0,15,No,0,80,2,6
female,22,other,blue,73,600,1,2,10,Yes,5,50,0,15
female,20,second,hazel,68,90,1,1,20,Yes,5,40,3,20
female,23,other,green,64,60,0,2,5,Yes,7,100,0,8
female,21,third,green,69,30,0,1,10,Yes,4,50,0,2
female,18,first,blue,66,120,2,0,30,Yes,6,50,0,3
male,19,second,blue,73,257,1,2,60,No,0,250,15,1
male,22,fourth,blue,70,90,1,1,2,Yes,12,0,10,10
female,22,fourth,blue,67,120,0,2,4,Yes,2,80,0,4
female,20,second,green,63,1600,0,0,15,Yes,2,20,0,2
male,21,third,brown,72,400,1,0,6,No,0,50,1,4
female,20,third,brown,66,0,0,1,56,No,0,30,1,5
female,20,second,blue,65,305,1,0,20,No,0,20,0,28
male,21,second,blue,70,175,2,2,5,No,0,50,3,5
female,21,third,brown,64,219,0,0,25,No,0,75,0,20
female,20,second,green,66,160,1,2,25,No,0,75,0,3
male,20,third,brown,78,335,1,0,9,No,0,10,8,10
male,20,second,brown,78,220,1,1,15,No,0,10,2,8
female,22,fourth,green,63,180,1,0,10,Yes,3,100,0,15
male,18,first,blue,74,60,0,2,10,Yes,5,10,3,15
female,26,other,brown,67,185,1,0,20,No,0,,0,15
female,21,third,green,54,64,1,1,10,Yes,3,113,0,6
male,21,fourth,brown,72,22.5,1,4,5,Yes,6,75,10,8
male,19,second,brown,66,361,2,0,15,Yes,9.5,25,10,23
female,35,fourth,green,64,30,1,0,12,Yes,2.5,200,2,6
male,19,first,brown,68,102,1,1,14,No,0,20,14,1
female,18,first,brown,67,350,0,0,10,No,0,200,0,10
male,21,third,brown,74,360,1,3,6,No,0,650,12,3
female,20,third,blue,66,180,0,1,28,Yes,7,20,0,21
male,22,fourth,blue,73,170,0,1,10,No,0,90,0,2
female,22,fourth,green,64,170,0,1,12,Yes,3,100,0,7
male,22,fourth,blue,74,60,0,1,8,Yes,2,10,0,4
male,21,third,other,76,90,1,2,8,No,0,50,12,8
female,20,second,brown,62,15,4,0,12,No,0,100,0,15
male,21,third,blue,75,230,0,3,7,Yes,6,200,1,10
female,19,second,brown,65,30,1,1,25,No,0,78,0,30
male,19,first,green,75,60,3,0,6,Yes,2,0,4,2
female,20,second,green,67,110,2,0,25,Yes,10,100,3,20
male,20,second,hazel,72,120,0,3,10,Yes,12,0,4,5
female,19,second,blue,66,1027,1,0,20,No,0,0,0,3
female,22,fourth,blue,65,210,0,1,20,Yes,5,10,0,5
male,20,second,blue,70,150,0,0,10,Yes,5,5,15,15
male,19,second,brown,75,15,0,1,4,Yes,0,5,15,3
female,21,fourth,hazel,67,0,2,0,18,Yes,3,130,2,10
male,20,second,brown,72,74,1,0,15,No,0,25,1,5
female,19,second,hazel,70,250,0,0,5,Yes,12,50,1,4
male,24,other,hazel,75,70,1,0,20,No,0,150,10,30
male,21,fourth,green,73,120,1,0,6,Yes,6,100,8,35
female,19,first,blue,64,250,2,1,8,No,0,25,2,10
female,20,third,blue,67,,0,2,3,No,0,20,0,0
female,23,other,blue,70,175,1,1,14,Yes,2,40,0,15
male,22,second,green,66,4000,2,0,30,Yes,3,120,5,10
male,20,third,green,75,45,4,1,20,Yes,7,10,10,20
female,20,second,brown,63,90,0,2,4,No,0,23,1,2.5
female,22,fourth,hazel,69,120,0,4,3,Yes,6,20,0,5
female,19,second,green,63,250,1,1,20,No,0,75,2,4
female,21,third,blue,64,1200,1,2,3,Yes,5,200,0,20
male,32,third,blue,62,50,1,1,5,No,0,50,2,15
female,21,third,green,64,170,0,2,40,Yes,8,,2,20
female,21,third,brown,,0,0,2,10,Yes,3,50,0,20
male,23,fourth,blue,71,236,1,1,8,No,0,40,10,4
female,20,second,blue,63,60,3,1,24,No,0,90,0,3
female,20,second,brown,67,20,2,2,42,No,0,2,1,3
female,22,fourth,green,67,30,1,0,20,Yes,4,,0,10
female,20,third,blue,66,100,0,2,15,Yes,5,,0,2
male,24,other,brown,72,104,4,1,3,No,0,150,10,20
female,19,second,blue,57,300,0,1,15,No,0,25,0,15
female,25,third,hazel,67,33,0,0,14,Yes,4,50,0,3
female,18,first,green,65,45,1,0,15,No,0,80,0,8
male,20,third,green,72,115,2,1,10,No,0,50,30,20
female,21,third,hazel,67,175,1,0,2,No,0,50,0,4
female,19,second,hazel,68,150,0,3,15,Yes,4,80,1,3
male,20,second,hazel,75,162,1,0,10,Yes,5,5,1,2
male,23,other,blue,75,30,0,1,20,Yes,7,,10,5
male,18,first,brown,61,352,0,1,35,No,0,30,10,4
female,21,third,hazel,65,300,1,1,20,Yes,26,100,1,2
male,19,second,blue,62,333,1,2,20,No,0,,2,12
female,22,other,brown,67,130,4,2,8,Yes,5,50,2,30
male,22,third,hazel,73,70,2,1,4,No,0,150,2,7
female,19,second,brown,68,295,0,1,5,No,0,,0.5,3
female,22,fourth,brown,68,,1,0,4,No,0,100,0,15
female,20,second,brown,68,120,0,1,20,Yes,5,30,2,8
male,22,fourth,hazel,72,120,1,1,3,No,0,25,5,20
male,27,fourth,brown,68,90,1,0,5,Yes,4.5,600,0,2
female,21,third,green,68,30,1,0,7,No,0,20,0,10
female,18,first,brown,65,36,2,1,12,Yes,12,157,2,2
male,26,other,brown,71,400,1,0,7,No,0,50,5,4
male,20,second,blue,73,0,1,3,5,Yes,8,20,0,1
female,19,second,blue,66,250,1,1,20,Yes,3.5,25,0,10
female,18,first,green,65,120,1,0,15,Yes,4,50,1,8
female,17,first,blue,66,60,1,0,30,Yes,5,9,0,20
female,22,fourth,hazel,64,237,2,1,25,Yes,6,25,0,2
female,19,second,brown,65,0,2,0,24,No,0,50,3,12
female,20,third,blue,63,45,2,2,70,No,0,50,0,14
male,20,third,green,73,180,1,1,4,Yes,10,100,2,12
female,19,second,blue,63,214,1,0,,Yes,10,,0,5
female,19,second,other,62,121,0,1,20,No,0,20,0,0.5
female,18,first,blue,63,366,1,0,40,No,0,100,1,2
male,25,second,blue,71,0,1,1,8,Yes,4,50,0,4
male,24,fourth,brown,73,120,1,0,20,No,0,100,5,21
female,20,third,blue,67,170,2,2,24,Yes,4,18,0,13
female,24,third,brown,67,10,2,1,10,Yes,6,20,0.5,10
male,21,fourth,green,76,88,0,1,28,Yes,6.5,100,2,2
female,19,second,blue,67,200,1,0,25,No,0,100,4,10
male,20,third,blue,71,120,2,0,10,No,0,20,5,15
female,21,fourth,blue,67,360,1,1,28,Yes,4,150,5,7
male,23,third,hazel,72,209,1,1,20,Yes,10,100,0,20
female,19,first,hazel,66,108,0,2,16,Yes,8,40,1,14
male,21,third,blue,68,110,1,3,10,Yes,7,50,0,9
female,19,second,hazel,65,130,0,2,20,Yes,3,50,1,12
male,25,fourth,blue,75,140,3,1,25,No,0,100,0,9
female,19,second,blue,61,80,1,0,4,No,0,30,1,10
male,22,third,green,69,40,0,2,10,No,0,50,2,15
male,21,third,blue,71,38,1,0,40,Yes,21,100,2,4
male,22,other,brown,70,1043,2,2,5,Yes,5.5,100,3,15
male,18,first,blue,69,350,1,0,20,No,0,10,5,5
female,20,third,brown,82,108,0,1,28,No,0,65,0,5
male,21,third,brown,73,140,2,0,12,Yes,5,100,8,10
female,19,first,blue,66,50,1,0,30,No,0,20,0,7
female,20,third,blue,64,27,1,2,20,Yes,2,35,0,2
male,20,second,hazel,69,30,1,1,5,Yes,4,40,5,12
female,22,fourth,blue,65,90,1,3,12,Yes,4.5,90,0,40
female,19,second,blue,70,160,0,1,14,No,0,70,0,8
female,21,third,green,66,90,0,2,8,Yes,6.5,30,0,10
female,22,fourth,brown,65,15,2,0,14,No,0,20,0,4
female,18,first,brown,67,330,1,0,10,Yes,6,100,1,3
female,18,first,brown,67,45,2,1,4,No,0,120,8,6
male,22,fourth,blue,68,137,1,2,10,Yes,10,40,10,6
female,18,first,blue,64,45,1,1,14,Yes,14,50,0,35
female,20,third,brown,63,30,0,2,20,No,0,12,2,5
female,18,first,hazel,74,106,1,1,16,Yes,10,58,2,40
male,20,third,hazel,71,20,1,2,10,Yes,7,22,0,0
female,18,first,hazel,67,90,2,1,10,Yes,3,26,0,12
male,21,fourth,blue,73,250,1,0,12,Yes,4,100,1,8
female,20,second,brown,64,171,1,2,8,Yes,15,45,2,3
male,20,third,green,70,1500,2,0,10,No,0,15,10,20
female,21,third,brown,61,70,1,4,20,Yes,4,40,0,3
female,20,third,brown,62,300,2,1,10,Yes,4,,0,10
female,24,fourth,brown,59,10200,1,0,5,No,0,0,2,5
female,22,fourth,brown,66,120,0,1,25,No,0,20,0,0
female,20,second,hazel,62,136,1,0,15,No,0,20,0,10
male,20,third,blue,70,50,0,0,20,Yes,3,200,0,7
female,19,first,blue,67,180,1,0,12,Yes,3,35,1,30
male,21,third,brown,66,300,1,0,6,Yes,5,80,10,10
female,18,first,hazel,70,700,0,0,27.5,No,0,150,3,7.5
female,19,first,green,64,94,0,0,25,Yes,10,200,16,8
female,19,first,hazel,69,180,1,0,14,Yes,4,60,0,5
male,21,fourth,blue,74,200,1,0,3,Yes,5,12,5,10
male,21,third,brown,72,180,1,1,4,No,0,5,4,20
female,19,second,blue,52,0,2,1,4,Yes,4,200,1,4
female,21,third,hazel,60,60,2,2,3,No,0,20,0,3
female,20,second,brown,66,210,2,3,5,Yes,4,25,1,5
male,19,second,brown,74,200,2,1,5,Yes,1,10,3,2
male,21,fourth,brown,75,220,3,0,3,Yes,17,75,3,15
female,18,first,blue,69,100,0,1,10,Yes,4,100,0,15
male,18,first,blue,71,60,1,1,6,Yes,6,10,8,5
male,20,third,green,74,800,0,1,20,No,0,30,5,3
female,19,first,blue,66,80,2,1,4,Yes,4,50,7,7
male,21,third,blue,75,75,1,1,15,Yes,45,25,0,10
female,21,third,green,65,200,1,0,6,Yes,7.5,40,2.5,17.5
male,20,second,blue,73,220,1,1,15,No,0,12,0,1
female,19,first,blue,68,200,1,1,10,Yes,6,50,0,1
male,20,second,brown,,55,0,1,8,No,0,5,3,7
male,20,second,brown,,95,0,1,8,Yes,8,14,5,2
female,25,fourth,blue,64,0,0,2,20,No,0,20,5,4
female,20,third,brown,70,0,0,2,10,Yes,8,25,0,3
male,19,first,green,77,36,0,1,8,No,0,75,9,3
female,19,second,hazel,64,350,1,0,8,Yes,3,50,0,1
female,20,second,blue,63,450,0,1,5,Yes,4,75,8,8
female,18,first,brown,62,350,2,1,100,No,0,45,10,60
male,26,fourth,brown,72,20,1,0,20,Yes,10,200,25,15
male,20,second,brown,68,212,1,1,30,Yes,5,654,2,26
female,19,second,green,70,180,1,0,10,Yes,0,30,0,5
female,19,first,hazel,64,30,1,3,20,Yes,6,50,0,5
male,20,second,hazel,75,212,0,1,3,No,0,25,2,15
female,21,third,hazel,66,35,1,0,30,Yes,3,250,2,10
female,22,fourth,brown,65,231,0,4,30,Yes,6,200,0,5
female,20,third,green,65,20,0,1,10,No,0,30,0,15
female,20,third,blue,67,180,1,0,6,Yes,2,50,0,10
male,31,third,brown,66,75,4,1,15,Yes,6,400,10,12
male,19,first,hazel,71,759,1,1,65,No,0,4,20,15
female,19,second,brown,62,110,0,1,5,No,0,30,1,10
male,24,third,blue,71,240,1,0,8,No,0,25,1,10
male,21,third,blue,61,324,0,2,20,Yes,9,230,20,20
male,21,fourth,brown,68,236,1,1,10,No,0,50,1,10
male,21,fourth,hazel,72,144,1,1,30,Yes,4,25,0,0
male,20,second,brown,72,140,0,1,21,No,0,150,7,21
female,19,first,blue,65,120,1,0,3,No,0,48,2,4
male,20,second,blue,77,120,1,0,7,Yes,7,0,5,15
female,20,third,brown,70,300,1,1,10,Yes,5,30,0,8
male,19,first,brown,69,100,3,0,2,No,0,2,1,6
female,20,second,blue,69,360,1,1,20,Yes,0,25,0,5
female,20,second,brown,63,120,1,1,10,Yes,4.5,2,5,5
male,20,third,blue,76,154,1,1,10,No,0,20,18,5
female,21,fourth,hazel,63,180,2,1,15,No,0,3,1,1
female,20,third,green,64,90,0,2,12,Yes,12,100,1,5
female,18,first,blue,66,110,0,1,14,No,0,239,2,10
male,19,second,blue,73,140,0,1,4,Yes,6,45,7,12
female,24,other,green,64,141.2,0,3,40,No,0,80,1,0
